"Step","spaars_supe_antmaze-medium-play-v2_seed3_gate_m8.0_d10.0 - gate/advantage","spaars_supe_antmaze-medium-play-v2_seed3_gate_m8.0_d10.0 - gate/advantage__MIN","spaars_supe_antmaze-medium-play-v2_seed3_gate_m8.0_d10.0 - gate/advantage__MAX","spaars_supe_antmaze-medium-play-v2_seed2_gate_m8.0_d10.0 - gate/advantage","spaars_supe_antmaze-medium-play-v2_seed2_gate_m8.0_d10.0 - gate/advantage__MIN","spaars_supe_antmaze-medium-play-v2_seed2_gate_m8.0_d10.0 - gate/advantage__MAX","spaars_supe_antmaze-medium-play-v2_seed1_gate_m8.0_d10.0 - gate/advantage","spaars_supe_antmaze-medium-play-v2_seed1_gate_m8.0_d10.0 - gate/advantage__MIN","spaars_supe_antmaze-medium-play-v2_seed1_gate_m8.0_d10.0 - gate/advantage__MAX"
"68001","","","","1.1417999267578125","1.1417999267578125","1.1417999267578125","5.3850555419921875","5.3850555419921875","5.3850555419921875"
"69001","","","","4.916877746582031","4.916877746582031","4.916877746582031","1.206756591796875","1.206756591796875","1.206756591796875"
"70001","","","","1.4121246337890625","1.4121246337890625","1.4121246337890625","2.054718017578125","2.054718017578125","2.054718017578125"
"71001","","","","-0.2416534423828125","-0.2416534423828125","-0.2416534423828125","-1.478240966796875","-1.478240966796875","-1.478240966796875"
"72001","","","","0.44983673095703125","0.44983673095703125","0.44983673095703125","0.7377395629882812","0.7377395629882812","0.7377395629882812"
"73001","","","","-0.097076416015625","-0.097076416015625","-0.097076416015625","-0.007396697998046875","-0.007396697998046875","-0.007396697998046875"
"74001","","","","2.5320510864257812","2.5320510864257812","2.5320510864257812","3.69091796875","3.69091796875","3.69091796875"
"75001","","","","1.3192672729492188","1.3192672729492188","1.3192672729492188","1.1929931640625","1.1929931640625","1.1929931640625"
"76001","","","","1.75048828125","1.75048828125","1.75048828125","4.373046875","4.373046875","4.373046875"
"77001","","","","2.6085357666015625","2.6085357666015625","2.6085357666015625","0.5374755859375","0.5374755859375","0.5374755859375"
"78001","","","","2.6813507080078125","2.6813507080078125","2.6813507080078125","4.8195648193359375","4.8195648193359375","4.8195648193359375"
"79001","","","","2.4871368408203125","2.4871368408203125","2.4871368408203125","1.1680679321289062","1.1680679321289062","1.1680679321289062"
"80001","","","","0.3979949951171875","0.3979949951171875","0.3979949951171875","0.468048095703125","0.468048095703125","0.468048095703125"
"81001","","","","0.83624267578125","0.83624267578125","0.83624267578125","0.060260772705078125","0.060260772705078125","0.060260772705078125"
"82001","","","","1.1040725708007812","1.1040725708007812","1.1040725708007812","1.555145263671875","1.555145263671875","1.555145263671875"
"83001","","","","-0.2879006862640381","-0.2879006862640381","-0.2879006862640381","1.5707473754882812","1.5707473754882812","1.5707473754882812"
"84001","","","","5.1049957275390625","5.1049957275390625","5.1049957275390625","11.6717529296875","11.6717529296875","11.6717529296875"
"85001","","","","1.2080078125","1.2080078125","1.2080078125","1.69915771484375","1.69915771484375","1.69915771484375"
"86001","","","","0.4978790283203125","0.4978790283203125","0.4978790283203125","0.4658660888671875","0.4658660888671875","0.4658660888671875"
"87001","","","","0.9181976318359375","0.9181976318359375","0.9181976318359375","1.6434059143066406","1.6434059143066406","1.6434059143066406"
"88001","","","","1.7034244537353516","1.7034244537353516","1.7034244537353516","1.6848084926605225","1.6848084926605225","1.6848084926605225"
"89001","","","","0.41562652587890625","0.41562652587890625","0.41562652587890625","0.2373046875","0.2373046875","0.2373046875"
"90001","","","","1.8232650756835938","1.8232650756835938","1.8232650756835938","0.748870849609375","0.748870849609375","0.748870849609375"
"91001","","","","-0.0531463623046875","-0.0531463623046875","-0.0531463623046875","0.12481689453125","0.12481689453125","0.12481689453125"
"92001","","","","1.1233596801757812","1.1233596801757812","1.1233596801757812","0.5446548461914062","0.5446548461914062","0.5446548461914062"
"93001","","","","25.216697692871094","25.216697692871094","25.216697692871094","0.5897216796875","0.5897216796875","0.5897216796875"
"94001","","","","1.0900192260742188","1.0900192260742188","1.0900192260742188","0.987335205078125","0.987335205078125","0.987335205078125"
"95001","","","","2.4184036254882812","2.4184036254882812","2.4184036254882812","1.64501953125","1.64501953125","1.64501953125"
"96001","","","","0.3307952880859375","0.3307952880859375","0.3307952880859375","3.9446258544921875","3.9446258544921875","3.9446258544921875"
"97001","","","","1.2733230590820312","1.2733230590820312","1.2733230590820312","2.7035140991210938","2.7035140991210938","2.7035140991210938"
"98001","","","","1.6408462524414062","1.6408462524414062","1.6408462524414062","4.312049865722656","4.312049865722656","4.312049865722656"
"99001","","","","0.8737335205078125","0.8737335205078125","0.8737335205078125","0.19610595703125","0.19610595703125","0.19610595703125"
"100001","","","","1.14697265625","1.14697265625","1.14697265625","1.3550262451171875","1.3550262451171875","1.3550262451171875"
"101001","","","","1.8128738403320312","1.8128738403320312","1.8128738403320312","3.31622314453125","3.31622314453125","3.31622314453125"
"102001","","","","3.2548980712890625","3.2548980712890625","3.2548980712890625","3.133087158203125","3.133087158203125","3.133087158203125"
"103001","","","","0.7834243774414062","0.7834243774414062","0.7834243774414062","1.8005142211914062","1.8005142211914062","1.8005142211914062"
"104001","","","","1.463836669921875","1.463836669921875","1.463836669921875","6.852519989013672","6.852519989013672","6.852519989013672"
"105001","","","","6.12054443359375","6.12054443359375","6.12054443359375","1.5022735595703125","1.5022735595703125","1.5022735595703125"
"106001","","","","2.3978729248046875","2.3978729248046875","2.3978729248046875","2.1361541748046875","2.1361541748046875","2.1361541748046875"
"107001","","","","0.39068603515625","0.39068603515625","0.39068603515625","1.8074188232421875","1.8074188232421875","1.8074188232421875"
"108001","","","","0.4500678777694702","0.4500678777694702","0.4500678777694702","0.4867668151855469","0.4867668151855469","0.4867668151855469"
"109001","","","","3.2256011962890625","3.2256011962890625","3.2256011962890625","1.2920684814453125","1.2920684814453125","1.2920684814453125"
"110001","","","","1.31329345703125","1.31329345703125","1.31329345703125","2.8912429809570312","2.8912429809570312","2.8912429809570312"
"111001","","","","3.9415969848632812","3.9415969848632812","3.9415969848632812","-0.29021453857421875","-0.29021453857421875","-0.29021453857421875"
"112001","","","","0.838470458984375","0.838470458984375","0.838470458984375","0.06785202026367188","0.06785202026367188","0.06785202026367188"
"113001","","","","5.441062927246094","5.441062927246094","5.441062927246094","0.7995986938476562","0.7995986938476562","0.7995986938476562"
"114001","","","","0.435089111328125","0.435089111328125","0.435089111328125","2.1906051635742188","2.1906051635742188","2.1906051635742188"
"115001","","","","3.4917755126953125","3.4917755126953125","3.4917755126953125","0.2317352294921875","0.2317352294921875","0.2317352294921875"
"116001","","","","0.9109039306640625","0.9109039306640625","0.9109039306640625","0.6723747253417969","0.6723747253417969","0.6723747253417969"
"117001","","","","3.59942626953125","3.59942626953125","3.59942626953125","1.2844924926757812","1.2844924926757812","1.2844924926757812"
"118001","","","","3.3680191040039062","3.3680191040039062","3.3680191040039062","0.183868408203125","0.183868408203125","0.183868408203125"
"119001","","","","0.612130880355835","0.612130880355835","0.612130880355835","1.0794296264648438","1.0794296264648438","1.0794296264648438"
"120001","","","","0.7068023681640625","0.7068023681640625","0.7068023681640625","3.6759567260742188","3.6759567260742188","3.6759567260742188"
"121001","","","","4.727813720703125","4.727813720703125","4.727813720703125","1.4413299560546875","1.4413299560546875","1.4413299560546875"
"122001","","","","0.6077651977539062","0.6077651977539062","0.6077651977539062","-0.30791473388671875","-0.30791473388671875","-0.30791473388671875"
"123001","","","","0.5157012939453125","0.5157012939453125","0.5157012939453125","4.048332214355469","4.048332214355469","4.048332214355469"
"124001","","","","4.465362548828125","4.465362548828125","4.465362548828125","0.02213287353515625","0.02213287353515625","0.02213287353515625"
"125001","","","","5.168479919433594","5.168479919433594","5.168479919433594","0.4784698486328125","0.4784698486328125","0.4784698486328125"
"126001","","","","0.5351715087890625","0.5351715087890625","0.5351715087890625","3.11956787109375","3.11956787109375","3.11956787109375"
"127001","","","","3.41387939453125","3.41387939453125","3.41387939453125","0.9191513061523438","0.9191513061523438","0.9191513061523438"
"128001","","","","0.994598388671875","0.994598388671875","0.994598388671875","0.09104347229003906","0.09104347229003906","0.09104347229003906"
"129001","","","","0.7953872680664062","0.7953872680664062","0.7953872680664062","2.354339599609375","2.354339599609375","2.354339599609375"
"130001","","","","0.6819915771484375","0.6819915771484375","0.6819915771484375","1.395538330078125","1.395538330078125","1.395538330078125"
"131001","","","","2.4696044921875","2.4696044921875","2.4696044921875","-0.03577899932861328","-0.03577899932861328","-0.03577899932861328"
"132001","","","","-8.780494689941406","-8.780494689941406","-8.780494689941406","1.6016349792480469","1.6016349792480469","1.6016349792480469"
"133001","","","","0.7005844116210938","0.7005844116210938","0.7005844116210938","0.08527755737304688","0.08527755737304688","0.08527755737304688"
"134001","","","","2.9247665405273438","2.9247665405273438","2.9247665405273438","1.8925094604492188","1.8925094604492188","1.8925094604492188"
"135001","","","","2.187530517578125","2.187530517578125","2.187530517578125","8.616104125976562","8.616104125976562","8.616104125976562"
"136001","","","","0.6312685012817383","0.6312685012817383","0.6312685012817383","1.0123844146728516","1.0123844146728516","1.0123844146728516"
"137001","","","","4.05548095703125","4.05548095703125","4.05548095703125","3.6105880737304688","3.6105880737304688","3.6105880737304688"
"138001","","","","0.600189208984375","0.600189208984375","0.600189208984375","0.3455696105957031","0.3455696105957031","0.3455696105957031"
"139001","","","","1.7215652465820312","1.7215652465820312","1.7215652465820312","2.637223243713379","2.637223243713379","2.637223243713379"
"140001","","","","1.8563613891601562","1.8563613891601562","1.8563613891601562","0.3836860656738281","0.3836860656738281","0.3836860656738281"
"141001","","","","2.6009368896484375","2.6009368896484375","2.6009368896484375","0.42144775390625","0.42144775390625","0.42144775390625"
"142001","","","","-0.0601806640625","-0.0601806640625","-0.0601806640625","2.7953262329101562","2.7953262329101562","2.7953262329101562"
"143001","","","","0.11688995361328125","0.11688995361328125","0.11688995361328125","3.131570816040039","3.131570816040039","3.131570816040039"
"144001","","","","1.779449462890625","1.779449462890625","1.779449462890625","2.7479782104492188","2.7479782104492188","2.7479782104492188"
"145001","","","","2.919525146484375","2.919525146484375","2.919525146484375","1.3974456787109375","1.3974456787109375","1.3974456787109375"
"146001","","","","0.7566986083984375","0.7566986083984375","0.7566986083984375","2.2941055297851562","2.2941055297851562","2.2941055297851562"
"147001","","","","1.1808395385742188","1.1808395385742188","1.1808395385742188","0.31418609619140625","0.31418609619140625","0.31418609619140625"
"148001","","","","0.6628646850585938","0.6628646850585938","0.6628646850585938","2.8129234313964844","2.8129234313964844","2.8129234313964844"
"149001","","","","1.7269287109375","1.7269287109375","1.7269287109375","4.227901458740234","4.227901458740234","4.227901458740234"
"150001","","","","1.6122703552246094","1.6122703552246094","1.6122703552246094","4.227745056152344","4.227745056152344","4.227745056152344"
"151001","","","","1.6558074951171875","1.6558074951171875","1.6558074951171875","1.138692855834961","1.138692855834961","1.138692855834961"
"152001","","","","5.2299041748046875","5.2299041748046875","5.2299041748046875","0.6350078582763672","0.6350078582763672","0.6350078582763672"
"153001","","","","2.4323501586914062","2.4323501586914062","2.4323501586914062","0.8925743103027344","0.8925743103027344","0.8925743103027344"
"154001","","","","0.85382080078125","0.85382080078125","0.85382080078125","-0.0414276123046875","-0.0414276123046875","-0.0414276123046875"
"155001","","","","0.17843246459960938","0.17843246459960938","0.17843246459960938","-0.42906951904296875","-0.42906951904296875","-0.42906951904296875"
"156001","","","","0.2903785705566406","0.2903785705566406","0.2903785705566406","0.4871673583984375","0.4871673583984375","0.4871673583984375"
"157001","","","","-0.011994361877441406","-0.011994361877441406","-0.011994361877441406","2.1314239501953125","2.1314239501953125","2.1314239501953125"
"158001","","","","4.498893737792969","4.498893737792969","4.498893737792969","0.6704940795898438","0.6704940795898438","0.6704940795898438"
"159001","","","","3.9332199096679688","3.9332199096679688","3.9332199096679688","1.4558334350585938","1.4558334350585938","1.4558334350585938"
"160001","","","","2.0226898193359375","2.0226898193359375","2.0226898193359375","-0.378875732421875","-0.378875732421875","-0.378875732421875"
"161001","","","","0.28897857666015625","0.28897857666015625","0.28897857666015625","1.5011138916015625","1.5011138916015625","1.5011138916015625"
"162001","","","","0.19316864013671875","0.19316864013671875","0.19316864013671875","1.739755630493164","1.739755630493164","1.739755630493164"
"163001","","","","2.799102783203125","2.799102783203125","2.799102783203125","0.2601051330566406","0.2601051330566406","0.2601051330566406"
"164001","","","","-0.245635986328125","-0.245635986328125","-0.245635986328125","0.7429524660110474","0.7429524660110474","0.7429524660110474"
"165001","","","","0.1235809326171875","0.1235809326171875","0.1235809326171875","1.2115211486816406","1.2115211486816406","1.2115211486816406"
"166001","","","","0.241607666015625","0.241607666015625","0.241607666015625","-0.05562591552734375","-0.05562591552734375","-0.05562591552734375"
"167001","","","","1.675750732421875","1.675750732421875","1.675750732421875","0.15541839599609375","0.15541839599609375","0.15541839599609375"
"168001","","","","0.7768440246582031","0.7768440246582031","0.7768440246582031","0.26857757568359375","0.26857757568359375","0.26857757568359375"
"169001","","","","0.38932037353515625","0.38932037353515625","0.38932037353515625","1.1978626251220703","1.1978626251220703","1.1978626251220703"
"170001","","","","1.1325149536132812","1.1325149536132812","1.1325149536132812","0.6137599945068359","0.6137599945068359","0.6137599945068359"
"171001","","","","3.672882080078125","3.672882080078125","3.672882080078125","1.3197860717773438","1.3197860717773438","1.3197860717773438"
"172001","","","","1.57012939453125","1.57012939453125","1.57012939453125","1.07891845703125","1.07891845703125","1.07891845703125"
"173001","","","","2.404937744140625","2.404937744140625","2.404937744140625","0.8211174011230469","0.8211174011230469","0.8211174011230469"
"174001","","","","4.5287628173828125","4.5287628173828125","4.5287628173828125","3.0837478637695312","3.0837478637695312","3.0837478637695312"
"175001","","","","0.21135330200195312","0.21135330200195312","0.21135330200195312","0.18093490600585938","0.18093490600585938","0.18093490600585938"
"176001","","","","0.0788726806640625","0.0788726806640625","0.0788726806640625","0.25214195251464844","0.25214195251464844","0.25214195251464844"
"177001","","","","0.3100128173828125","0.3100128173828125","0.3100128173828125","0.37532806396484375","0.37532806396484375","0.37532806396484375"
"178001","","","","1.490753173828125","1.490753173828125","1.490753173828125","2.1557083129882812","2.1557083129882812","2.1557083129882812"
"179001","","","","2.1501998901367188","2.1501998901367188","2.1501998901367188","0.2994384765625","0.2994384765625","0.2994384765625"
"180001","","","","1.2464141845703125","1.2464141845703125","1.2464141845703125","4.270751953125","4.270751953125","4.270751953125"
"181001","","","","-0.08847522735595703","-0.08847522735595703","-0.08847522735595703","1.5018234252929688","1.5018234252929688","1.5018234252929688"
"182001","","","","-0.1492314338684082","-0.1492314338684082","-0.1492314338684082","0.5109901428222656","0.5109901428222656","0.5109901428222656"
"183001","","","","-0.06818008422851562","-0.06818008422851562","-0.06818008422851562","0.29820823669433594","0.29820823669433594","0.29820823669433594"
"184001","","","","2.676727294921875","2.676727294921875","2.676727294921875","1.612823486328125","1.612823486328125","1.612823486328125"
"185001","","","","2.0033798217773438","2.0033798217773438","2.0033798217773438","-0.1588287353515625","-0.1588287353515625","-0.1588287353515625"
"186001","","","","-0.0032155513763427734","-0.0032155513763427734","-0.0032155513763427734","1.3704299926757812","1.3704299926757812","1.3704299926757812"
"187001","","","","0.6606826782226562","0.6606826782226562","0.6606826782226562","4.62091064453125","4.62091064453125","4.62091064453125"
"188001","","","","-0.07493209838867188","-0.07493209838867188","-0.07493209838867188","6.859275817871094","6.859275817871094","6.859275817871094"
"189001","","","","0.22681379318237305","0.22681379318237305","0.22681379318237305","2.0697174072265625","2.0697174072265625","2.0697174072265625"
"190001","","","","0.1677398681640625","0.1677398681640625","0.1677398681640625","0.7128124237060547","0.7128124237060547","0.7128124237060547"
"191001","","","","-0.13100433349609375","-0.13100433349609375","-0.13100433349609375","3.273223876953125","3.273223876953125","3.273223876953125"
"192001","","","","0.8464279174804688","0.8464279174804688","0.8464279174804688","1.1136932373046875","1.1136932373046875","1.1136932373046875"
"193001","","","","0.07391357421875","0.07391357421875","0.07391357421875","0.6064167022705078","0.6064167022705078","0.6064167022705078"
"194001","","","","0.40354156494140625","0.40354156494140625","0.40354156494140625","1.0364494323730469","1.0364494323730469","1.0364494323730469"
"195001","","","","0.3984832763671875","0.3984832763671875","0.3984832763671875","1.255523681640625","1.255523681640625","1.255523681640625"
"196001","","","","-0.27130126953125","-0.27130126953125","-0.27130126953125","0.5187416076660156","0.5187416076660156","0.5187416076660156"
"197001","","","","0.0616912841796875","0.0616912841796875","0.0616912841796875","0.08864784240722656","0.08864784240722656","0.08864784240722656"
"198001","","","","1.10125732421875","1.10125732421875","1.10125732421875","0.3345980644226074","0.3345980644226074","0.3345980644226074"
"199001","","","","2.1055068969726562","2.1055068969726562","2.1055068969726562","0.2566874027252197","0.2566874027252197","0.2566874027252197"
"200001","","","","3.630126953125","3.630126953125","3.630126953125","2.0028228759765625","2.0028228759765625","2.0028228759765625"
"201001","","","","0.34601593017578125","0.34601593017578125","0.34601593017578125","0.5893378257751465","0.5893378257751465","0.5893378257751465"
"202001","","","","1.0936508178710938","1.0936508178710938","1.0936508178710938","1.3453235626220703","1.3453235626220703","1.3453235626220703"
"203001","","","","1.4937095642089844","1.4937095642089844","1.4937095642089844","1.7156982421875","1.7156982421875","1.7156982421875"
"204001","","","","-0.02271592617034912","-0.02271592617034912","-0.02271592617034912","1.7270946502685547","1.7270946502685547","1.7270946502685547"
"205001","","","","-0.1629784107208252","-0.1629784107208252","-0.1629784107208252","5.1245269775390625","5.1245269775390625","5.1245269775390625"
"206001","","","","-0.09970855712890625","-0.09970855712890625","-0.09970855712890625","0.6837158203125","0.6837158203125","0.6837158203125"
"207001","","","","-0.2875556945800781","-0.2875556945800781","-0.2875556945800781","3.1606903076171875","3.1606903076171875","3.1606903076171875"
"208001","","","","1.8741836547851562","1.8741836547851562","1.8741836547851562","-0.010686874389648438","-0.010686874389648438","-0.010686874389648438"
"209001","","","","0.7214126586914062","0.7214126586914062","0.7214126586914062","0.3360481262207031","0.3360481262207031","0.3360481262207031"
"210001","","","","1.1782722473144531","1.1782722473144531","1.1782722473144531","3.6222915649414062","3.6222915649414062","3.6222915649414062"
"211001","","","","0.6182861328125","0.6182861328125","0.6182861328125","0.5301055908203125","0.5301055908203125","0.5301055908203125"
"212001","","","","1.1065216064453125","1.1065216064453125","1.1065216064453125","23.187442779541016","23.187442779541016","23.187442779541016"
"213001","","","","5.573394775390625","5.573394775390625","5.573394775390625","1.1297721862792969","1.1297721862792969","1.1297721862792969"
"214001","","","","1.4727859497070312","1.4727859497070312","1.4727859497070312","0.09745407104492188","0.09745407104492188","0.09745407104492188"
"215001","","","","0.5262870788574219","0.5262870788574219","0.5262870788574219","0.593109130859375","0.593109130859375","0.593109130859375"
"216001","","","","0.6302566528320312","0.6302566528320312","0.6302566528320312","0.9037933349609375","0.9037933349609375","0.9037933349609375"
"217001","","","","0.04080963134765625","0.04080963134765625","0.04080963134765625","-0.04307818412780762","-0.04307818412780762","-0.04307818412780762"
"218001","","","","1.6515731811523438","1.6515731811523438","1.6515731811523438","2.1549606323242188","2.1549606323242188","2.1549606323242188"
"219001","","","","3.8345870971679688","3.8345870971679688","3.8345870971679688","0.7613487243652344","0.7613487243652344","0.7613487243652344"
"220001","","","","0.240692138671875","0.240692138671875","0.240692138671875","3.7873001098632812","3.7873001098632812","3.7873001098632812"
"221001","","","","2.4332733154296875","2.4332733154296875","2.4332733154296875","0.19775390625","0.19775390625","0.19775390625"
"222001","","","","0.944976806640625","0.944976806640625","0.944976806640625","-0.4285888671875","-0.4285888671875","-0.4285888671875"
"223001","","","","0.514801025390625","0.514801025390625","0.514801025390625","0.0026397705078125","0.0026397705078125","0.0026397705078125"
"224001","","","","0.6143417358398438","0.6143417358398438","0.6143417358398438","0.39537811279296875","0.39537811279296875","0.39537811279296875"
"225001","","","","1.296417236328125","1.296417236328125","1.296417236328125","1.2330570220947266","1.2330570220947266","1.2330570220947266"
"226001","","","","0.7173385620117188","0.7173385620117188","0.7173385620117188","2.0757827758789062","2.0757827758789062","2.0757827758789062"
"227001","","","","0.041253089904785156","0.041253089904785156","0.041253089904785156","-0.08538818359375","-0.08538818359375","-0.08538818359375"
"228001","","","","1.5203781127929688","1.5203781127929688","1.5203781127929688","-0.14866256713867188","-0.14866256713867188","-0.14866256713867188"
"229001","","","","1.6183891296386719","1.6183891296386719","1.6183891296386719","-0.2410430908203125","-0.2410430908203125","-0.2410430908203125"
"230001","","","","3.9669570922851562","3.9669570922851562","3.9669570922851562","2.5693435668945312","2.5693435668945312","2.5693435668945312"
"231001","","","","0.020305633544921875","0.020305633544921875","0.020305633544921875","0.5342025756835938","0.5342025756835938","0.5342025756835938"
"232001","","","","1.9168701171875","1.9168701171875","1.9168701171875","0.69561767578125","0.69561767578125","0.69561767578125"
"233001","","","","0.37410736083984375","0.37410736083984375","0.37410736083984375","0.418182373046875","0.418182373046875","0.418182373046875"
"234001","","","","0.12639236450195312","0.12639236450195312","0.12639236450195312","2.300647735595703","2.300647735595703","2.300647735595703"
"235001","","","","1.0257301330566406","1.0257301330566406","1.0257301330566406","2.4542999267578125","2.4542999267578125","2.4542999267578125"
"236001","","","","0.03899049758911133","0.03899049758911133","0.03899049758911133","-0.17896270751953125","-0.17896270751953125","-0.17896270751953125"
"237001","","","","0.8548202514648438","0.8548202514648438","0.8548202514648438","0.5902175903320312","0.5902175903320312","0.5902175903320312"
"238001","","","","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","0.05983734130859375","0.05983734130859375","0.05983734130859375"
"239001","","","","0.679443359375","0.679443359375","0.679443359375","0.582427978515625","0.582427978515625","0.582427978515625"
"240001","","","","0.6626968383789062","0.6626968383789062","0.6626968383789062","0.08112335205078125","0.08112335205078125","0.08112335205078125"
"241001","","","","0.039363861083984375","0.039363861083984375","0.039363861083984375","0.4100189208984375","0.4100189208984375","0.4100189208984375"
"242001","","","","0.7325935363769531","0.7325935363769531","0.7325935363769531","2.066558837890625","2.066558837890625","2.066558837890625"
"243001","","","","0.6149215698242188","0.6149215698242188","0.6149215698242188","0.5871505737304688","0.5871505737304688","0.5871505737304688"
"244001","","","","3.4442977905273438","3.4442977905273438","3.4442977905273438","1.6540985107421875","1.6540985107421875","1.6540985107421875"
"245001","","","","-0.036130428314208984","-0.036130428314208984","-0.036130428314208984","0.005783557891845703","0.005783557891845703","0.005783557891845703"
"246001","","","","3.8210830688476562","3.8210830688476562","3.8210830688476562","0.052161216735839844","0.052161216735839844","0.052161216735839844"
"247001","","","","3.769306182861328","3.769306182861328","3.769306182861328","0.83892822265625","0.83892822265625","0.83892822265625"
"248001","","","","2.0697250366210938","2.0697250366210938","2.0697250366210938","1.3482513427734375","1.3482513427734375","1.3482513427734375"
"249001","","","","0.475982666015625","0.475982666015625","0.475982666015625","2.9674835205078125","2.9674835205078125","2.9674835205078125"
"250001","","","","-0.143096923828125","-0.143096923828125","-0.143096923828125","-0.6213531494140625","-0.6213531494140625","-0.6213531494140625"
"251001","","","","4.688713073730469","4.688713073730469","4.688713073730469","0.013233184814453125","0.013233184814453125","0.013233184814453125"
"252001","","","","0.5113983154296875","0.5113983154296875","0.5113983154296875","0.26619863510131836","0.26619863510131836","0.26619863510131836"
"253001","","","","-0.08162307739257812","-0.08162307739257812","-0.08162307739257812","-0.1316680908203125","-0.1316680908203125","-0.1316680908203125"
